/QB (modelFiles=hlmc_55lp_v1p9_spe.lib:tt) X,/QB (modelFiles=hlmc_55lp_v1p9_spe.lib:tt) Y,/QB (modelFiles=hlmc_55lp_v1p9_spe.lib:ss) X,/QB (modelFiles=hlmc_55lp_v1p9_spe.lib:ss) Y,/QB (modelFiles=hlmc_55lp_v1p9_spe.lib:sf) X,/QB (modelFiles=hlmc_55lp_v1p9_spe.lib:sf) Y,/QB (modelFiles=hlmc_55lp_v1p9_spe.lib:fs) X,/QB (modelFiles=hlmc_55lp_v1p9_spe.lib:fs) Y,/QB (modelFiles=hlmc_55lp_v1p9_spe.lib:ff) X,/QB (modelFiles=hlmc_55lp_v1p9_spe.lib:ff) Y
0.7440000000000003,0.4497420752756008,0.7440000000000003,0.4344879156350091,0.7440000000000003,0.4655702784424193,0.7440000000000003,0.4543311948409301,0.7440000000000003,0.4745081983245654
0.7680000000000003,0.4315847583928674,0.7680000000000003,0.4164436776327808,0.7680000000000003,0.4422085470418828,0.7680000000000003,0.4393353810614846,0.7680000000000003,0.4548454568794076
0.7920000000000004,0.4145817741075355,0.7920000000000004,0.3990862434489389,0.7920000000000004,0.4204722584546792,0.7920000000000004,0.4250762091954481,0.7920000000000004,0.436527725332067
0.8160000000000004,0.3987266800092122,0.8160000000000004,0.3824931343365015,0.8160000000000004,0.4003300433483226,0.8160000000000004,0.4115606595172793,0.8160000000000004,0.4196275737836809
0.8400000000000004,0.3839963443691848,0.8400000000000004,0.3667684440910483,0.8400000000000004,0.3818080838114337,0.8400000000000004,0.3988023361198446,0.8400000000000004,0.4041830548659791
0.8640000000000004,0.3703563217546572,0.8640000000000004,0.352015521947015,0.8640000000000004,0.3649348857908563,0.8640000000000004,0.3868113696326063,0.8640000000000004,0.3901854500134909
0.8880000000000005,0.3577653084735211,0.8880000000000005,0.3383114098527343,0.8880000000000005,0.3496960094272885,0.8880000000000005,0.3755873632357664,0.8880000000000005,0.3775718805695956
0.9120000000000005,0.3461743573193499,0.9120000000000005,0.325689888171834,0.9120000000000005,0.3360091081490675,0.9120000000000005,0.3651163602530983,0.9120000000000005,0.3662262186807922
0.9360000000000005,0.3355248398782646,0.9360000000000005,0.3141377628250343,0.9360000000000005,0.3237307959902784,0.9360000000000005,0.3553712793364241,0.9360000000000005,0.3559939335118384
0.9600000000000005,0.3257491370418636,0.9600000000000005,0.3036028975955627,0.9600000000000005,0.3126892715127806,0.9600000000000005,0.3463145708062563,0.9600000000000005,0.3467105773060267
0.9840000000000005,0.3167740498543116,0.9840000000000005,0.2940079690061021,0.9840000000000005,0.3027179591997929,0.9840000000000005,0.3379017738643852,0.9840000000000005,0.338229360686191
1.008,0.3085250583026389,1.008,0.2852639859397427,1.008,0.2936721119077152,1.008,0.3300849775968503,1.008,0.3304329864955992
1.032,0.300929939616071,1.032,0.2772804172191429,1.032,0.2854305377381128,1.032,0.3228156405200687,1.032,0.3232311090262164
1.056,0.2939211813903033,1.056,0.2699714060423201,1.056,0.2778918030304028,1.056,0.3160466018161699,1.056,0.3165530188558504
1.080000000000001,0.2874372443681386,1.080000000000001,0.2632588687417804,1.080000000000001,0.2709701846624781,1.080000000000001,0.309733346533637,1.080000000000001,0.3103413548924815
1.104000000000001,0.2814229696905681,1.104000000000001,0.2570735495218057,1.104000000000001,0.2645926149430141,1.104000000000001,0.3038346834447597,1.104000000000001,0.3045479994559976
1.128000000000001,0.2758294425923237,1.128000000000001,0.2513549099546563,1.128000000000001,0.2586964692138835,1.128000000000001,0.298313007355392,1.128000000000001,0.2991316192995091
1.152000000000001,0.2706135569001693,1.152000000000001,0.246050443102771,1.152000000000001,0.2532278867449715,1.152000000000001,0.2931342919581597,1.152000000000001,0.29405618251847
1.176000000000001,0.2657374451860824,1.176000000000001,0.2411147635050723,1.176000000000001,0.2481404234101451,1.176000000000001,0.288267922766214,1.176000000000001,0.2892900055301712
1.2,0.2611678944501266,1.2,0.2365086861521783,1.2,0.2433939562210666,1.2,0.2836864623045506,1.2,0.2848050997218784
